Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Unidentified	Prey_Name_ITIS_ID	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Gambel's Quail	Callipepla gambelii	Callipepla gambelii fulvipectus	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	New Mexico	Rio Grande	NA	10	1938	12	1941	fall	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	NA	Amaranthaceae	Salsola	Salsola kali	no	20655	NA	seed	Russian thistle	0.1666	Wt_or_Vol	59677	57	NA	crop contents	Item sample size composed of solely animal and plant foods counted	AR	"Campbell, H. 1957. Fall foods of Gambel's Quail (Lophortyx gambelii) in New Mexico. Southwest. Nat. 2:122-128."
Gambel's Quail	Callipepla gambelii	Callipepla gambelii fulvipectus	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	New Mexico	Rio Grande	NA	10	1938	12	1941	fall	Plantae	Tracheophyta	Magnoliopsida	Fabales	NA	Fabaceae	Prosopis	Prosopis juliflora	no	565434	NA	seed	Mesquite	0.107	Wt_or_Vol	59677	57	NA	crop contents	Item sample size composed of solely animal and plant foods counted	AR	"Campbell, H. 1957. Fall foods of Gambel's Quail (Lophortyx gambelii) in New Mexico. Southwest. Nat. 2:122-128."
Gambel's Quail	Callipepla gambelii	Callipepla gambelii fulvipectus	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	New Mexico	Rio Grande	NA	10	1938	12	1941	fall	Plantae	Tracheophyta	Magnoliopsida	Asterales	NA	Asteraceae	Verbesina	NA	no	38594	NA	seed	Crownbeard	0.0942	Wt_or_Vol	59677	57	NA	crop contents	Item sample size composed of solely animal and plant foods counted	AR	"Campbell, H. 1957. Fall foods of Gambel's Quail (Lophortyx gambelii) in New Mexico. Southwest. Nat. 2:122-128."
Gambel's Quail	Callipepla gambelii	Callipepla gambelii fulvipectus	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	New Mexico	Rio Grande	NA	10	1938	12	1941	fall	Plantae	Tracheophyta	Magnoliopsida	Asterales	NA	Asteraceae	Brickellia	NA	no	36859	NA	seed	Brickellbush	0.0778	Wt_or_Vol	59677	57	NA	crop contents	Item sample size composed of solely animal and plant foods counted	AR	"Campbell, H. 1957. Fall foods of Gambel's Quail (Lophortyx gambelii) in New Mexico. Southwest. Nat. 2:122-128."
Gambel's Quail	Callipepla gambelii	Callipepla gambelii fulvipectus	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	New Mexico	Rio Grande	NA	10	1938	12	1941	fall	Plantae	Tracheophyta	Magnoliopsida	Poales	NA	Poaceae	Sorghum	Sorghum halepense	no	42111	NA	seed	Johnson grass	0.0687	Wt_or_Vol	59677	57	NA	crop contents	Item sample size composed of solely animal and plant foods counted	AR	"Campbell, H. 1957. Fall foods of Gambel's Quail (Lophortyx gambelii) in New Mexico. Southwest. Nat. 2:122-128."
Gambel's Quail	Callipepla gambelii	Callipepla gambelii fulvipectus	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	New Mexico	Rio Grande	NA	10	1938	12	1941	fall	Plantae	Tracheophyta	Magnoliopsida	Poales	NA	Poaceae	Sorghum	Sorghum bicolor	no	42108	NA	seed	Sorghum	0.0608	Wt_or_Vol	59677	57	NA	crop contents	Item sample size composed of solely animal and plant foods counted	AR	"Campbell, H. 1957. Fall foods of Gambel's Quail (Lophortyx gambelii) in New Mexico. Southwest. Nat. 2:122-128."
Gambel's Quail	Callipepla gambelii	Callipepla gambelii fulvipectus	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	New Mexico	Rio Grande	NA	10	1938	12	1941	fall	Plantae	Tracheophyta	Magnoliopsida	Fabales	NA	Fabaceae	Psorothamnus	Psorothamnus scoparius	no	504647	NA	seed	Broom dalea	0.0602	Wt_or_Vol	59677	57	NA	crop contents	"Scientific name listed was Dalea scoparia, commonly referred to previously as Peabush; Item sample size composed of solely animal and plant foods counted"	AR	"Campbell, H. 1957. Fall foods of Gambel's Quail (Lophortyx gambelii) in New Mexico. Southwest. Nat. 2:122-128."
Gambel's Quail	Callipepla gambelii	Callipepla gambelii fulvipectus	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	New Mexico	Rio Grande	NA	10	1938	12	1941	fall	Plantae	Tracheophyta	Magnoliopsida	Fabales	NA	Fabaceae	Medicago	Medicago sativa	no	183623	NA	vegetation	Alfalfa	0.0535	Wt_or_Vol	59677	57	NA	crop contents	Item sample size composed of solely animal and plant foods counted	AR	"Campbell, H. 1957. Fall foods of Gambel's Quail (Lophortyx gambelii) in New Mexico. Southwest. Nat. 2:122-128."
Gambel's Quail	Callipepla gambelii	Callipepla gambelii fulvipectus	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	New Mexico	Rio Grande	NA	10	1938	12	1941	fall	Plantae	Tracheophyta	Magnoliopsida	Asterales	NA	Asteraceae	Hemizonia	NA	no	37608	NA	seed	Tarweed	0.0456	Wt_or_Vol	59677	57	NA	crop contents	Item sample size composed of solely animal and plant foods counted	AR	"Campbell, H. 1957. Fall foods of Gambel's Quail (Lophortyx gambelii) in New Mexico. Southwest. Nat. 2:122-128."
Gambel's Quail	Callipepla gambelii	Callipepla gambelii fulvipectus	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	New Mexico	Rio Grande	NA	10	1938	12	1941	fall	Plantae	Tracheophyta	Magnoliopsida	Fabales	NA	Fabaceae	Phaseolus	Phaseolus vulgaris	no	26857	NA	seed	Kidney bean	0.0407	Wt_or_Vol	59677	57	NA	crop contents	Common name listed was Common bean; Item sample size composed of solely animal and plant foods counted	AR	"Campbell, H. 1957. Fall foods of Gambel's Quail (Lophortyx gambelii) in New Mexico. Southwest. Nat. 2:122-128."
