Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Analysis_Number	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Inclusive_Prey_Taxon	Prey_Name_ITIS_ID	Prey_Name_Status	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Spotted Owl	Strix occidentalis		Strigidae				150		590	Oregon	Coast Ranges	deciduous forest		1970		1970			Animalia	Chordata	Mammalia	Rodentia	Sciuromorpha	Sciuridae	Glaucomys	Glaucomys sabrinus	yes					Northern flying squirrel	0.511	items	47		3			GG	"Forsman, E. D., E. C. Meslow, and H. M. Wight. 1984. Distribution and biology of the Spotted Owl in Oregon. Wildl. Monogr. 87."
Spotted Owl	Strix occidentalis		Strigidae				150		590	Oregon	Coast Ranges	deciduous forest		1970		1970			Animalia	Chordata	Mammalia	Rodentia	Myomorpha	Cricetidae	Arborimus	Arborimus longicaudus	yes					Red tree vole	0.2	items	47		3			GG	"Forsman, E. D., E. C. Meslow, and H. M. Wight. 1984. Distribution and biology of the Spotted Owl in Oregon. Wildl. Monogr. 87."
Spotted Owl	Strix occidentalis		Strigidae				150		590	Oregon	Coast Ranges	deciduous forest		1970		1970			Animalia	Chordata	Mammalia	Rodentia	Myomorpha	Cricetidae	Peromyscus	Peromyscus maniculatus	yes					Deer mouse	0.045	items	47		3			GG	"Forsman, E. D., E. C. Meslow, and H. M. Wight. 1984. Distribution and biology of the Spotted Owl in Oregon. Wildl. Monogr. 87."
Spotted Owl	Strix occidentalis		Strigidae				150		590	Oregon	Coast Ranges	deciduous forest		1970		1970			Animalia	Chordata	Mammalia	Rodentia	Myomorpha	Cricetidae	Neotoma		no					Woodrat	0.067	items	47		3			GG	"Forsman, E. D., E. C. Meslow, and H. M. Wight. 1984. Distribution and biology of the Spotted Owl in Oregon. Wildl. Monogr. 87."
Spotted Owl	Strix occidentalis		Strigidae				150		590	Oregon	Coast Ranges	deciduous forest		1970		1970			Animalia	Chordata	Mammalia	Lagomorpha		Leporidae	Lepus	Lepus Americanus	yes					Snowshoe hare	0.022	items	47		3			GG	"Forsman, E. D., E. C. Meslow, and H. M. Wight. 1984. Distribution and biology of the Spotted Owl in Oregon. Wildl. Monogr. 87."
Spotted Owl	Strix occidentalis		Strigidae				150		590	Oregon	Coast Ranges	deciduous forest		1970		1970			Animalia	Chordata	Mammalia						no						0.022	items	47		3			GG	"Forsman, E. D., E. C. Meslow, and H. M. Wight. 1984. Distribution and biology of the Spotted Owl in Oregon. Wildl. Monogr. 87."
Spotted Owl	Strix occidentalis		Strigidae				150		590	Oregon	Coast Ranges	deciduous forest		1970		1970			Animalia	Chordata	Reptilia						no						0.022	items	47		3			GG	"Forsman, E. D., E. C. Meslow, and H. M. Wight. 1984. Distribution and biology of the Spotted Owl in Oregon. Wildl. Monogr. 87."
Spotted Owl	Strix occidentalis		Strigidae				150		590	Oregon	Coast Ranges	deciduous forest		1970		1970			Animalia	Arthropod							no						0.111	items	47		3			GG	"Forsman, E. D., E. C. Meslow, and H. M. Wight. 1984. Distribution and biology of the Spotted Owl in Oregon. Wildl. Monogr. 87."
Spotted Owl	Strix occidentalis		Strigidae				150		590	Oregon	Coast Ranges	deciduous forest		1972		1972			Animalia	Chordata	Mammalia	Rodentia	Sciuromorpha	Sciuridae	Glaucomys	Glaucomys sabrinus	yes					Northern flying squirrel	0.316	items	694		3			GG	"Forsman, E. D., E. C. Meslow, and H. M. Wight. 1984. Distribution and biology of the Spotted Owl in Oregon. Wildl. Monogr. 87."
Spotted Owl	Strix occidentalis		Strigidae				150		590	Oregon	Coast Ranges	deciduous forest		1972		1972			Animalia	Chordata	Mammalia	Rodentia	Myomorpha	Cricetidae	Arborimus	Arborimus longicaudus	yes					Red tree vole	0.21	items	694		3			GG	"Forsman, E. D., E. C. Meslow, and H. M. Wight. 1984. Distribution and biology of the Spotted Owl in Oregon. Wildl. Monogr. 87."
